ESCH COLI      1490-82 01000001111000110010000110111100001011010010101
ESCH COLI      1433-82 11000001111010111011000110011100001011110010101
ESCH COLI      3617-77 11010001001000111011000110011100001011110010101
ESCH COLI      1483-81 11000001000000111011000110111100001011110010101
ESCH COLI      1809-79 11000001001010111011000110111100001010110010101
ESCH COLI      3162-78 11000001001000111011000110111100001011110010101
ESCH COLI      1939-78 11000001001000111011000110111100001011110010101
ESCH COLI      0420-79 11000001001000111011000110111100001011110010101
ESCH COLI      4045-83 01000001111010111010000110111100001011110010101
ESCH COLI      0338-83 11010001001000111010000110111100001011110010101
ESCH COLI      0284-84 11010001001000111010000110111100001011110010101
ESCH COLI      0880-83 11000001011000111011000110111100001011010010101
ESCH COLI      1989-82 01000001111000111010000110111100001011010010101
ESCH COLI      1988-82 01000001111000111010000110111100001011010010101
ESCH COLI      2570-78 01000001011000111010000110111100001011110010101
ESCH COLI      2459-78 01000001011000111010000110111100001011110010101
ESCH COLI      0760-78 01000001011000111010000110111100001011110010101
ESCH COLI      0398-79 01000001011000111010000110111100001011110010101
ESCH COLI      0397-79 01000001011000111010000110111100001011110010101
ESCH COLI      0396-79 01000001011000111010000110111100001011110010101
ESCH COLI      0725-78 01000001011000111010000110111100001010010010101
ESCH COLI      2711-78 11000001011000111010000110111100001011110010101
ESCH COLI      3004-78 01000001011000111010000110111100001010110010101
ESCH COLI      3275-78 11000001011000111010000110111100001010010010101
ESCH COLI      1122-79 11000101001000111011000111111100001011110010111
ESCH COLI      3583-87 01000000100000111010000110111100001011110010101
ESCH COLI      2018-82 11010000100000111010000110111100001011110010101
ESCH COLI      1192-83 11010001111000111011000111111100001011110010101
ESCH COLI      3503-77 11000001011000111011000111111100001011110010101
ESCH COLI      0140-83 11000001110000111011000110111100011011110010101
ESCH COLI      2515-87 11000001101000101011000110111100011011100010101
ESCH COLI      0769-84 11000011110010111011000110111100011011110010101
ESCH COLI      2096-81 11000001111000111011000111011100001011110010111
ESCH COLI      3076-86 11000100111000101011000110111100001011110010111
ESCH COLI      3281-86 01000001101001111011000110110100001011100010111
ESCH COLI      0426-80 11000000101000111011000110011100001010110010111
ESCH COLI      2018-79 01000000111000111011000110110100001011100010101
ESCH COLI      1235-82 11000000110010111011000110111100001011100010101
ESCH COLI      3104-86 01000001111000101011000110111100001011100010111
ESCH COLI      0349-80 01000001111010111011000110111100001010100010101
ESCH COLI      2019-79 11000000101000111011000110111100000011110010101
ESCH COLI      3118-85 01000001101000111011000110110100001011110010101
ESCH COLI      2630-81 11000000101000111011000110011100001011110010111
ESCH COLI      3017-88 01000001111000111011000110110100001011110010111
ESCH COLI      3113-87 11000000101000111011000110011100001011110010101
ESCH COLI      1247-82 11000000111010111011000110111100001011110010101
ESCH COLI      0006-78 11000000111000111011000110111100001011110010101
ESCH COLI      1225-83 11000000111000111011000110111100001011110010111
ESCH COLI      1744-82 11000000111000111011000110111100001011010010101
ESCH COLI      1128-84 11000000111000111011000110111100001011010010101
ESCH COLI      0386-81 11010000011000111011000110111100001011110010101
ESCH COLI      0370-87 01000001111000110011000110111100001011110010111
ESCH COLI      0943-80 11000001111000101011000110111100000011110010101
ESCH COLI      3183-85 11001001011000110011000110111100001011110010111
ESCH COLI      1417-84 01000001111000110011000110111100001011110010101
ESCH COLI      2002-78 11000001110000101011000110111100001011110010111
ESCH COLI      3146-85 11010001110000101011000110111100001011110010111
