Vibrio harveyi                   0930 STD3-933                001100010101010111000111000000010010000000101000000001000001000001111111000000001100011000001011
Vibrio harveyi                   0932 STD3-967                001100010101010011000111000000010010100000101000000001000001000001111111000000011100010100001011
Vibrio harveyi                   0933 STD3-971                011111010101010111000111001000110011100000101000000101010001100001111111000000001100011100001111
Vibrio harveyi                   0936 STD3-962                011111110001010101000111000000110010000000101000000101000000100001111110000000011100011100001111
Vibrio harveyi                   0942 STD3-946                001111010001010011000111000000010010100000101000000101010000000001111111000000011100011100001111
Vibrio harveyi                   0944 STD3-978                011111110001010001000111001000110011100000101000000101000001100001111111000000011100011100001111
Vibrio harveyi                   0946 STD3-951                011110110001010101000111000000110010000000101000000101000000000001111111000000011100011100001111
Vibrio harveyi                   0947 STD3-958                011111110001010101000111000000110010000000101000000101000000000001111111000000011100011100001111
Vibrio harveyi                   0948 STD3-957                011111110001010101000111000000110010100000101000000101000001100001111111000000011100011100001111
Vibrio harveyi                   0951 STD3-994                011111110101010101000111001000110011000000101000000101000001100001111111000000011100011100001111
Vibrio harveyi                   0952 STD3-956                001110010001010111000111000000010010100000101000000101000001100001111111000000001100011100001011
Vibrio harveyi                   0953 STD3-987                001110010001010011000111010000010010000000100000000101000000000001110000000000011100011100001111
Vibrio harveyi                   0955 STD3-990                001100010001010011000111000000010010000000101000000101000000000001111111000000011100011100001011
Vibrio harveyi                   0956 STD3-997                001110010101010111000111001000010010100000101000001101010000100011111110000000011100011100001111
Vibrio harveyi                   0959 STD3-989                001110010101010111000111000000010010100000101000000101010001100011111110000001001100011100001111
Vibrio harveyi                   0962 STD3-1093               011110010001010111000111000000110010100000100000000001000001000001110110000000011100011100001011
Vibrio harveyi                   0978 STD3-983                011110010001010011000101000000110010000000101000000001000001000001111110000000011100011100001011
Vibrio harveyi                   0981 STD3-979                001100010001010011000111000000010010100000101000000001000001000001111111000000011100010100001011
Vibrio harveyi                   0986 STD3-1134               011111010101010011000111001000110010000000101000000101000001000001111110000000001100010000001111
Vibrio harveyi                   0987 STD3-1135               011111010101010111000111001000110010000000101000000101000001000001111110000000001000011100001011
Vibrio harveyi                   0988 STD3-1188 (E22)         001111010101010011000111011000010011100000101000000101010001100101111111000001011100011100001111
Vibrio harveyi                   0989 STD3-1189 (S2)          001100010001010011000111010000010010000000101000000001000000000001011100000000011000011000001011
Vibrio harveyi                   0990 STD3-1137               011111010001010111000111001000110010000000101000001101000001000001111111000001001000011100001111
Vibrio harveyi                   1004 STD3-1244               001110010001010011000110010000110010100000101000000101010001100001111101000001011100011100001011
Vibrio harveyi                   1013 STD3-1258               011111010101010111000111011000010011100000101000001101010001000011111111000001011100011100001111
Vibrio harveyi                   1014 STD3-1259               011111010101000111000111000000110011100000101000000101010001100011111111000001011100011100001111
Vibrio harveyi                   1015 STD3-1232 (S2)          001100010001010011000011010000010010000000101000000001010001000001111100000001011000011100001011
Vibrio harveyi                   1016 STD3-1260               011111010101010111000111000000110011100000101000001101010001101111111111000001011100011100001111
Vibrio harveyi                   1027 CCUG 35340              011111110101010001000111001000110010100000101000000101010000100001111110010000011100011100001111
Vibrio harveyi                   1033 V4 Sylvie               001111010001010111000111011000110010100000101000000101010001100011111111000001011100011100001111
Vibrio harveyi                   1034 S2 Sylvie               001111010001010111000111010000110010000000101000000101000001100011111111000001011100011100001011
Vibrio harveyi                   1040 DP                      001111010101010111000111100100110010100000101000000001000001000011111110000001011100011000001111
Vibrio harveyi                   1041 Ln7-2                   001111010001010111000111011000010010100000100000001101011001101111111111000001011100011100001011
Vibrio harveyi                   1043 COL2                    011110010001010111000111010000110010100000101000000101000001000001111111000001011100011100001111
Vibrio harveyi                   1058 DD1                     001111010001010111000111011000010011110000101000000101010001001101111111000001011100011100001111
Vibrio harveyi                   1061 B785R                   011110110001010101000111001000110010110000101000000101010001101001111111010001011100011100001111
Vibrio harveyi                   1064 E022                    001111010001010111000111011000010010100000101000000101001001101111111111000001011100011100001111
Vibrio harveyi                   1068 G030L                   001110010001010111010111011000010010100000101000000001011001101111111111000001011100011100001111
Vibrio harveyi                   1069 B722Clum                001110010001010011000111010000010010100000101000000101011001101111111111000001011100011000001111
Vibrio harveyi                   1071 E027                    001111010001010111000111011001010011100000101000000101011001101111111111000001011100011100001111
Vibrio harveyi                   1072 B729L                   001111010001010111000111011000010010100000101000000001011001100111111111000001011100011100001111
Vibrio harveyi                   1073 G029L                   001111010001010111000111011000010011100000101000000101011001101111111111000001011100011100001111
Vibrio harveyi                   1074 B747C                   011111010001010111000111011000110011100000101000000101010001101011111111000001011100011100001111
Vibrio harveyi                   1075 B785V                   001111010001010111000111001000010010100000100000000101010001101011111111000001001100011100001111
Vibrio harveyi                   1076 E036                    001111010001010111010111011000010011100000101000000001011001101111111111000001011100011100001111
Vibrio harveyi                   1086 ROT MVC(1)              011110010101010011000111001000010010100000100000000101000001000001111111000001001100011100001011
Vibrio harveyi                   1142 STD3-124                001111010001010011000111011000010011000000101000000101010001000001111111000001011100011100001111
Vibrio harveyi                   1143 STD3-125                001110010001010111000111011000010011100000101000000101010001000011111111000001011100011100001111
Vibrio harveyi                   1144 STD3-123                001111010001010111000111011000010011100000101000000101010001000001111111000001011100011100001111
Vibrio harveyi                   1145 STD3-126                011111010101010111000111011000110011100000101000001101010001001111111111010001011100011100001111
Vibrio harveyi                   1148 STD3-129                001111010001010111000111011000010011100000101000001101010001000011111111000001011100011100001111
Vibrio harveyi                   1149 STD3-130                001110010001010111000111011000010011100000101000000101010001000001111111000001011100011100001111
Vibrio harveyi                   1150 STD3-131                001110010001010111000111011000010011100000101000001101010001001011111111000001011100011100001111
Vibrio harveyi                   1151 STD3-132                001111010001010111000111011000010010000000101000000101000001000001111111000000011100011100001111
Vibrio harveyi                   1154 STD3-135                001111010001010111000111011000010011100000101000001101010001001011111111000001011100011100001111
Vibrio harveyi                   1156 STD3-149                001110010001010011000111011000110010100000101000000101010001001010011111000001011100011100001011
Vibrio harveyi                   1157 STD3-136                011110010001010111000111011000110010000000101000000101010001001011111111000001011100011100001111
Vibrio harveyi                   1159 STD3-148                011111010001010111000111011000110010110000101000000101010001000011111110000001011100011100001111
Vibrio harveyi                   1165 STD3-70                 001111010101010111000111101100110011100000101000000101011001100011111111000001011100011100001111
Vibrio harveyi                   1168 STD3-68                 001110010001010111000111010000010010100000101000001101000001101011111111000000011100011100001111
