V.        harveyi PmH 593 S 000100010000000111000110000000000010000000101000000001000001000001111110000000011100011100001011
V.        harveyi PmH 1793  001110010001010011000101000000010010000000101000000001010000000001111110000000011100011100001111
V.        harveyi    TAI 06 000000000000010011000101000000010010000000100000000001000001000001111110000000011100011000001011
V.parahaemolyticu    TAI 07 011000010100010101000111010000010010000000100000000001000000000001111000000000001100010000001011
V.       STD3-341   TAI 021 000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000000
V.       INCO 320   TAI 026 010100010000010011000101000000110000000000000000000000000000000000010000000000000000010000000000
V.        mimicus    WJ 293 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
V.        VIB 792    WJ 493 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010
V.parahaemolyticu    TAI 02 011000010100010101000111010000010010000000100000000001000000000001111100000000001000011000001011
V.            sp.    TAI 04 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
V.parahaemolyticu   TAI 010 011000010000010001000111010000010011100000101000000101010001000011111100000001001100011001001011
V.parahaemolyticu   TAI 012 001100000000000101000111010000010011100000100000000101000001000001111111010001001100011101001011
V.parahaemolyticu   TAI 024 010100010000010101000111010000010010000000101000000001000001000001111111000001001100010000001111
V.parahaemolyticu   TAI 028 011100010100010101000111010000010010000000101000000101000001000001111100010001001000011101001011
V.            sp.   VIB 246 011111111111111111111111011111111111111001100110001101010001010111111111100001001100011100011111
V.      STD3-1008        JM 001111010000010101000110001000010010000000100000000001000001000011111111000001001100011100001000
V.   mediterranei   VIB 425 001111110001011111000111011001111010000000001000000001000001000001111111000000001100010000001011
V.        ordalii   VIB 452 001000010000010001000100001000100010000000000000000000000000000000000000000000000000010000000000
V.   mediterranei   VIB 423 001111110001011111110111011011111011100000001000101101010001100111111111100101001100011101001111
V.   mediterranei   VIB 426 001111110101011111110111011011111011110010001000001101010001101011111111100101001100111101001111
V.        harveyi   VIB 393 011111110001010101000111001001110010100000101000001101010001001011111111000001011100011100001111
V.        harveyi   VIB 394 011110010001010011000101001000010010000000101000000101000001000101111110000000011100011100001011
V.   mediterranei   VIB 420 001111110001011101110111011001111011100000001000001001010001101111111111100101001100011101001111
V.   mediterranei   VIB 421 001110110101011101010111011001111010000000000000100001000000000001111111000000001100010000001011
V.        VIB 437   VIB 437 001111110100010101000111011000010011000000100000101100000001000000000000000001000000010000000011
V.        VIB 437   VIB 436 001111110000010001000111011000010010000000100000101100000001000000000100000000000000010000000011
V.        ordalii   VIB 450 000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000
V.        VIB 449   VIB 449 000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
V.        adaptus   VIB 228 011110010101010101100111011001100010000000100000000000000001000000011100000001001000010000001011
V.        adaptus   VIB 231 011100010001010101000111010001100000000000000000000000000000000000000000000000000000010000000011
V.      fluvialis   VIB 383 001111010110010111010111011000100011111101101010001101011001111111111111100101001101011101001111
V.      furnissii   VIB 385 001111110110010101010111011001110011111101100010001101010001100011111111100001001101011101001111
V.  metschnikovii   VIb 386 001111110110010101000111011000110010011001101000000101000001000001111111000001001001011000001111
V.      furnissii   VIB 384 001111110110010101010111011000110011111101100000000101010001100011111111100101001101011101001111
V.        VIB 210   VIB 379 001111010001010101000111001000010010000000100000000101000001000011111111000001001100011100001011
V.  alginolyticus   VIb 350 011111010000010001000110001000110011110000100000000101010001100011111111111101001100011101001111
V.        VIB 636   VIB 348 001110010001010001000101000000010010000000100000000000000001000000011111000000001000011000001011
V.        VIB 210   VIB 347 001110010001010001000101001000010010100000000000000101000001000001111111000000001100011100001111
V.  alginolyticus   VIB 319 011111010001010001000111001000110011111000100000001101010001100111111111111101001100011101001111
V.            sp.   VIB 232 011111010101010101100111011001100011111000000000000001010001110110111111100001001100011100000001
V.   mediterranei VIB 417(a 001110110001011101010111011001111010000000001000000001000001000001111111000001001100010000001011
V.        harveyi   VIb 400 011111010001010111000111001000110011100000101000000101000001101100111111000001011100011100001111
V.        VIB 579   VIB 402 011110110001010001000111000000110010000000101000000001000001000000011111000000011100010000000111
V.  metschnikovii   VIB 432 001111110000010101000111011000110011011000100000000001000001100001111111000000001100011100001111
V.  alginolyticus       YA1 011111010000010101000111001000110011100000100000001101010001100011111111110001001100011100001011
V.  alginolyticus       YA2 011111010000010101000111001000110011100000100000000101000001100011111111110101001100011100001011
V.       STD3-996 CENAIM S2 000000000000000001000110000000010000000000000000000000000000000000000000000000000000010000000000
V.  alginolyticus   VIB 320 011111010000010001000110011000110011111100100000001101010001110111111111111101001100011100101111
V.       fischeri LMG 4414T 011011010001010111000111000000100011100000000000000100010001100001110000110001001100000100000011
V.     splendidus   VIB 349 011111010100010101000111010000010010000000101000000101000001000000111111000001000100011000001111
V.   aestuarianus   VIB 365 011111110000010101000111001000110011011000100000000101000001000001111110100001001100011100001111
V.        piscium  VIB 477R 011100010001010001000111000001110000000000000000000000000000000000000000000000000000010000000011
V.       STD3-341   VIB 539 011100010001010011000101001000110010000000000000000001000000000000111100000000000000010000000011
V.          logei   VIB 374 011110010101010111010110011001110011000000100010001001000000000000011010000000001000011100001000
V.        harveyi   VIB 351 011111110001010101000111001000110011111000101000000101010001101111111111110001011100011100001111
V.        harveyi   VIB 397 011110010001010111000111001000110011100000101000000101010001101000111111000000011100011100001111
V.        FKFO 99      T101 001110010000010001000111000000010010000000000000000001000000000000000110000000001000010000000001
